straat,lat,lon
Ganzendries,51.03326808771428,3.711445491220472
Ganzendries,51.03326687645898,3.7114099036385486
Knokkestraat,51.037294270228855,3.7129639886475765
Dok-Noord,51.06615437316859,3.7339775817588787
Pierre De Geyterstraat,51.06128295745114,3.7251905695186323
Opgeëistenlaan,51.061161288979136,3.714509192227771
Sportstraat,51.041041969652156,3.7044932487682676
Karel de Stoutestraat,51.03768517236349,3.73282961408541
Karel de Stoutestraat,51.037375331656186,3.7320167938283397
Sint-Vincentiusplein,51.06151960877368,3.720152240626361
Pierre De Geyterstraat,51.06130511611857,3.725184626592859
Edmond Boonenstraat,51.05696763859044,3.7103066763664434
Knokkestraat,51.03727761538427,3.7129879187109283
Koning Boudewijnstraat,51.0376739013416,3.7095930044986516
Charles de Kerchovelaan,51.040520895980706,3.7222145046779898
Normaalschoolstraat,51.03780216907331,3.726352271429791
Reigerstraat,51.0339451998184,3.708296936743077
Fortlaan,51.035125876727385,3.7189672462828556
Voskenslaan,51.03173870917474,3.7073062871792124
Keizervest,51.041460721387836,3.73923796141831
Sint-Lievenslaan,51.038714621765536,3.7350384102621033
Smidsestraat,51.037753483084934,3.7117272815914837
Leeuwstraat,51.03986637048972,3.7327459193687647
Ommegangstraat,51.04257378351063,3.7367293448753554
,51.03831602931518,3.7308298626898315
Frans Spaestraat,51.03906426850249,3.7340205335153733
Sint-Lievenspoortstraat,51.04172858226331,3.7362454246430206
,51.039628193267696,3.73500318457233
Koningin Fabiolalaan,51.03890344507698,3.7017018158852952
Maria van Boergondiëstraat,51.03787103705142,3.73312365143805
Leeuwstraat,51.03855544507798,3.7334111547319857
Krevelstraat,51.04197663715633,3.7377001272188397
Smidsestraat,51.03775816045146,3.7118674270604086
Olifantstraat,51.03872185105279,3.7312529356542035
Koning Boudewijnstraat,51.03772546023914,3.709423894266103
Koning Boudewijnstraat,51.03765170460841,3.709605700855902
Meersstraat,51.04079757115588,3.7148760599479886
Krijgslaan,51.03342292734074,3.720487596888364
Désiré Van Monckhovenstraat,51.03790855055909,3.715104352619165
Baliestraat,51.04027350964601,3.7161103411213574
Kortrijksesteenweg,51.0399447735509,3.7167608762666138
Désiré Van Monckhovenstraat,51.03829967133858,3.714207683072899
Ottergemsesteenweg,51.03418084025439,3.7279175159958373
Brusselsesteenweg,51.04196358699786,3.7411799988144674
Reigerstraat,51.033944938675056,3.708343441669664
Smidsestraat,51.03780399066997,3.711946058862327
,51.04144728424263,3.7406728690206053
Koning Boudewijnstraat,51.03751465768108,3.709683618696701
Olifantstraat,51.039350255231696,3.733842982812125
Gustaaf Callierlaan,51.03900486981823,3.7356748188554603
Charles de Kerchovelaan,51.04053895503019,3.722204151567934
Fortlaan,51.03584789898794,3.717871192643338
Hubert Frère-Orbanlaan,51.03921191131736,3.7364691624323014
Frans Spaestraat,51.03922306824084,3.733629595476292
Tentoonstellingslaan,51.039252265607495,3.731805460623839
Maria van Boergondiëstraat,51.03784864796226,3.7331267291305665
Hubert Frère-Orbanlaan,51.03919452987923,3.7364762555188356
Voskenslaan,51.031742553053476,3.707278430743595
Désiré Van Monckhovenstraat,51.03828336405021,3.7142319565179616
Jan Frans Willemsstraat,51.039027390451096,3.727402147665014
Tenderstraat,51.038139838872,3.706942713741502
Jan Frans Willemsstraat,51.03904976567792,3.7273988264167572
Fortlaan,51.03511514186785,3.718930788374637
Frans Spaestraat,51.0390788761794,3.733984578580732
Tentoonstellingslaan,51.03855223670296,3.7305621944442344
Sint-Lievenslaan,51.038726788912506,3.7350084420391703
Smidsestraat,51.03990842339058,3.7158820638141283
Filips de Goedekaai,51.03752300441992,3.7338183121134816
Meersstraat,51.04073346356276,3.7144765426173088
Filips de Goedekaai,51.037507242618055,3.7337929062383024
Koning Boudewijnstraat,51.037629288156396,3.70961852265536
Smidsestraat,51.0382346048171,3.712718223946489
Smidsestraat,51.03821826523348,3.7127426945288127
Meersstraat,51.040806115791966,3.714909325042144
Filips de Goedekaai,51.037938244661234,3.734087930241324
Filips de Goedekaai,51.037459957325915,3.733716688358673
Kattenberg,51.040202170646275,3.7242561679310557
Fortlaan,51.035861460420826,3.7178419921982395
Koningin Fabiolalaan,51.03910421018867,3.7007904394307083
Kunstlaan,51.04094735839547,3.7245991802121377
Leeuwstraat,51.0387622699329,3.733285237174963
,51.040908845444356,3.7352919626827945
Okapistraat,51.04001179741311,3.7358871894394023
,51.041463238601125,3.740697974622301
Smidsestraat,51.03779895615293,3.711806363745489
Tentoonstellingslaan,51.03856027141333,3.7305954846161544
Jozef Plateaustraat,51.046224112543804,3.7223862723544694
Jakob Jordaensstraat,51.043113056711405,3.7233292981339754
Victor Hortastraat,51.04256524324822,3.7227295992154508
Beemdstraat,51.04117292202516,3.7152705816937774
Nekkersberglaan,51.04621405709475,3.695563041324867
Kouter,51.050457217369,3.7247407146688394
Jubileumlaan,51.04641851053027,3.7073007096889365
Europalaan,51.04478337542925,3.700135787825455
Verlorenkost,51.046482285933514,3.721449018825397
Jakob Jordaensstraat,51.043124146438984,3.7232982905557592
Europalaan,51.04474818632188,3.7000914273690904
Hendrik Waelputstraat,51.04319099347091,3.735952134157516
Kouter,51.04990782226177,3.723076985916267
Hippolyte Metdepenningenstraat,51.043444464859995,3.7233273774600923
Leo Baekelandstraat,51.0248896527582,3.706058624834459
Savaanstraat,51.0486197269463,3.723388198599786
Laurent Delvauxstraat,51.04214631308576,3.719702709053673
Jan-Baptist Guinardstraat,51.0469767841501,3.7247205933593612
Europalaan,51.045032419065606,3.6985895084438623
Nieuwbrugkaai,51.05474508733891,3.7332157914429644
Victor Hortastraat,51.04258740268253,3.7227237036490135
Laurent Delvauxstraat,51.042198286285576,3.7204667061163237
Belvédèreweg,51.04726116382099,3.6955426281929182
Savaanstraat,51.04889914585305,3.726182221571633
Belvédèreweg,51.04726361881827,3.695528926552818
Florbertusstraat,51.04340990994532,3.72527162671842
Kouter,51.05045871267701,3.7247853781202953
Europalaan,51.045050038929425,3.6986116376917195
Koning Albertlaan,51.039992029158746,3.710330721785591
Beemdstraat,51.04114892638837,3.715284175931544
Kouter,51.0499708823498,3.723133918836001
Europalaan,51.04549716134341,3.6991830415228995
Verlorenkost,51.04649395384174,3.7213764567055967
Nekkersberglaan,51.045654097778424,3.6975189980977814
Floraliënlaan,51.04011277069453,3.71926307572853
Nieuwbrugkaai,51.05473537628402,3.733179128908541
Jozef Plateaustraat,51.04622657205648,3.722493149196422
Strandlaan,51.04564716051523,3.688723915644299
Nonnemeersstraat,51.04425160572501,3.714270673686176
Kouter,51.049950874349925,3.7228828648669148
Willem Tellstraat,51.046923133189324,3.7237170197785465
Kanunnikstraat,51.04333342371917,3.7227151851278855
Charles De Kerchovelaan to,51.0412363484768,3.7200882576550653
Offerlaan,51.046060109340765,3.708739296308139
Belvédèreweg,51.047154957213294,3.6957829522657435
Kouter,51.050453689715994,3.7246517396008567
Charles de Kerchovelaan,51.04128563781557,3.7207881623501735
Floraliënlaan,51.040207987229074,3.7193419585922665
Verlorenkost,51.04646890952448,3.7215170906436894
Strandlaan,51.04566214842265,3.6887504787517655
Jozef Plateaustraat,51.046225752368734,3.722457523162303
Kouter,51.05049257755296,3.7244570045346252
Kannunikstraat,51.04337487409083,3.7225988104327037
Godshuizenlaan,51.045349175657876,3.7145325097999513
Belvédèreweg,51.047253704386634,3.695583846298888
Verdedigingstraat,51.04272648186008,3.7210752874534103
Offerlaan,51.046040380462465,3.7085470892871015
Nekkersberglaan,51.04623517750416,3.6955504866695326
Sint-Amandplein,51.042710710344366,3.7250340505497754
Jozef Plateaustraat,51.04636560489579,3.7249035545263154
Kouter,51.050450392878226,3.7245270858579764
Grote Huidevettershoek,51.04937214748585,3.7269385951871654
Yachtdreef,51.046042608364985,3.7028036939921845
Floraliënlaan,51.040190878921415,3.7193278615882983
Kouter,51.04993085857987,3.722771519506373
Sint-Amandplein,51.0426953611425,3.7250747833320865
Jozef Plateaustraat,51.04619247590492,3.7246074112472676
Kouter,51.049973029071644,3.7231623503087334
Willem Tellstraat,51.04696797636945,3.7237122169949117
Laurent Delvauxstraat,51.04219334501172,3.7204319318825116
Kouter,51.04996735116153,3.7230877665407998
Europalaan,51.04473059174453,3.700069247216079
Godshuizenlaan,51.04334950980607,3.7176102621468807
Gasmeterlaan,51.065692242788046,3.7118528615377673
,51.05238783653595,3.7228864648656685
Trimlaan,51.04711722402515,3.682462546774974
Gasmeterlaan,51.06569627326541,3.7118792005771475
,51.04666013760043,3.719019715655014
Gustaaf Mangelstraat,51.04592521852247,3.726016083585383
Emile Moysonlaan,51.04789300490487,3.747447017161469
Godshuizenlaan,51.04333809661329,3.717640971953176
Strandlaan,51.044783672536354,3.6870648997064537
Sint-Niklaasstraat,51.05247620359275,3.7229080042203853
Strandlaan,51.04476304839767,3.6871667443096237
Puinstraat,51.052280315744746,3.738214297424512
Gustaaf Mangelstraat,51.045902717812446,3.726016352239245
Sint-Niklaasstraat,51.05250240296791,3.7229144988938754
Karel Van Hulthemstraat,51.04272330365038,3.7219647599826566
Godshuizenlaan,51.04329244409649,3.717763810280076
Karel Van Hulthemstraat,51.044615469845745,3.723292970708597
Strandlaan,51.044776821960276,3.687098868835528
Karel Van Hulthemstraat,51.043308235986174,3.7223698849992224
Opgeeistenlaan,51.0632555162248,3.7160824634986893
Kasteellaan,51.0514603347082,3.740636765405633
,51.046661839525505,3.7190552660613054
Strandlaan,51.04477965321398,3.686987888757243
Godshuizenlaan,51.043315270514526,3.7177023914083454
Sint-Niklaasstraat,51.052552138039,3.7229268261713675
Karel Van Hulthemstraat,51.0426520747282,3.721914421679206
Kortrijksepoortstraat,51.045038480120105,3.722140028136725
Hagepreekstraat,51.03522170531898,3.7457565605048337
Strandlaan,51.04480443566317,3.687226926404528
Strandlaan,51.04483237243305,3.687091390609713
Botermarkt,51.0540321764538,3.725284147236792
Campinglaan,51.04636219940064,3.681197957198694
Strandlaan,51.04475170865367,3.6871234774634445
Dulle-Grietlaan,51.04527084031254,3.750043305178303
Karel Van Hulthemstraat,51.04323817112893,3.722319737120525
Godshuizenlaan,51.04330385728769,3.7177331006312118
Campinglaan,51.04682672004321,3.681505884022964
Botermarkt,51.05403385538399,3.7252507830642245
Gezusters Lovelingstraat,51.045640586050645,3.723639137465112
Sint-Niklaasstraat,51.052489525286084,3.7229113065316324
Strandlaan,51.04481840748703,3.6871591379577597
Acaciastraat,51.06097021563075,3.6999326069567897
Sint-Kwintensberg,51.04462607374428,3.723841099577925
Alfred Vanderstegenlaan,51.04754770165647,3.746252070264723
Gasmeterlaan,51.06568821198327,3.711826522571481
Dulle-Grietlaan,51.04527867779928,3.7500414043245796
Paardestraat,51.051757447568434,3.7382905816046184
Alfred Vanderstegenlaan,51.04830935359556,3.746794492734112
Sint-Kwintensberg,51.044647806387935,3.723813514331022
Alfred Vanderstegenlaan,51.04754054654385,3.74626114950496
Kortrijksepoortstraat,51.04409950100901,3.721779161559006
Strandlaan,51.04479737204646,3.6869971567252495
Opgeeistenlaan,51.063211043636095,3.716025181530148
,51.04666687746134,3.719161895636401
Dulle-Grietlaan,51.04530267021221,3.750035586088133
Karel Van Hulthemstraat,51.04333169017346,3.722386339623146
Jan Delvinlaan,51.04762095568563,3.7467510153691386
Campinglaan,51.04633917023762,3.6812063053179527
Muinkkaai,51.04747418962786,3.7290378696765645
Alfred Vanderstegenlaan,51.04788029964153,3.746458968331275
Nieuwbrugkaai,51.054614487311085,3.7327743550535413
Tentoonstellingslaan,51.041423752017415,3.7331519152736368
Overwale,51.033809283110074,3.706980781023055
Begijnengracht,51.05614639151169,3.711758162353416
Overwale,51.033860784332894,3.7069980737508486
Voorhoutkaai,51.05560117076056,3.734547874125668
Koophandelsplein,51.05037813853474,3.7205006444196194
Muinkkaai,51.04748941858241,3.728958598581547
Denderlaan,51.04785176730665,3.74617978437436
Hertooie,51.010359106828915,3.7169730408522605
Onderwijsstraat,51.03883328930063,3.7402284326618505
Hoogstraat,51.05551908922912,3.7120666208409947
Muinkkaai,51.04746707698476,3.728954750474172
Hutsepotstraat,51.00396794855761,3.7129997198095346
Sint-Niklaasstraat,51.05234334759978,3.7228818051914816
Emile Moysonlaan,51.0487021276526,3.7471048705797227
Muinkkaai,51.0475643672316,3.729053210509405
Overwale,51.033739473876736,3.70604430316444
Muinkkaai,51.04753682326411,3.728966445348033
Alfred Vanderstegenlaan,51.04787638694834,3.7464707975038674
Sint-Niklaasstraat,51.0523549573214,3.7228839146612773
Berouw,51.063989308452484,3.7237657307543954
Hutsepotstraat,51.003951462231626,3.7130119379776154
Hutsepotstraat,51.00397899899157,3.71298531649375
Hertooie,51.010372969251186,3.7170067806756824
Alfred Vanderstegenlaan,51.04788373035259,3.7464473953450597
Alfred Vanderstegenlaan,51.04782780627811,3.7466274659383263
Overwale,51.03371491939709,3.7059694345758776
Muinkkaai,51.04742960782558,3.7290305102727785
Kriekerijstraat,51.05759418987744,3.756151241485101
Koophandelsplein,51.05035258820387,3.720441774839838
Heerweg-Noord,51.00574120770473,3.716418976603861
,51.05614750828674,3.729946048266374
Opgeëistenlaan,51.06477220379763,3.717329641314492
Aaigemstraat,51.038779308281676,3.705893265113144
Koningin Maria Hendrikaplein,51.0372249105647,3.7105662405859237
Hundelgemsesteenweg,51.034089610333886,3.7397629603439246
Opgeeistenlaan,51.064942190537444,3.7175211002608797
Leebeekstraat,51.01973072240838,3.7044047694539057
Volmolenstraat,51.05537148620225,3.733213202160925
Antwerpenplein,51.057710223616084,3.740920148687102
Binnenweg,51.03468498997996,3.7396608645881813
Leebeekstraat,51.01974915730432,3.704442388256821
Leebeekstraat,51.01979322481472,3.704539011182207
Braemkasteelstraat,51.037442328251785,3.7624108615923633
Hundelgemsesteenweg,51.034127206114185,3.739763778115099
Leebeekstraat,51.019774002661016,3.704560171270065
Braemkasteelstraat,51.0374481307091,3.762434816816382
Volmolenstraat,51.055440671672486,3.732967001989875
Visserij,51.046261956942644,3.738836774921839
Land van Rodelaan,51.03487192162064,3.7555767671121223
Karel Van Hulthemstraat,51.04418349873767,3.723031076137405
Koningin Maria Hendrikaplein,51.03715891827964,3.710331924826382
,51.05612747570888,3.730035013334653
Opgeeistenlaan,51.06491923986606,3.717565518808078
Braemkasteelstraat,51.037451032187484,3.762446794030223
Land van Rodelaan,51.03480334976764,3.755435077712546
Botestraat,51.08807718103659,3.7033174522525063
Braemkasteelstraat,51.03740170529157,3.762243178318485
Ter Linden,51.0032404339255,3.7109961978735706
Ter Linden,51.00321465788092,3.7110545548326996
Botestraat,51.08809228228442,3.7032997433725665
Koningin Maria Hendrikaplein,51.03718091564243,3.710410030298385
Braemkasteelstraat,51.03741331248403,3.7622910881516676
Opgeëistenlaan,51.06495596257295,3.7169776519637656
Volmolenstraat,51.0554011372506,3.7331076880061147
Koophandelsplein,51.05038322686484,3.7208250465530073
Predikherenlei,51.052692568059335,3.7209905178020946
Opgeëistenlaan,51.064721283536336,3.717429206726158
Leebeekstraat,51.019833374879745,3.704631424930224
Volmolenstraat,51.055460452209616,3.732896553730087
Kleinkouterken,51.02697715987776,3.6713122770485014
Sint-Pietersnieuwstraat,51.044771563885085,3.7264888767894027
Predikherenlei,51.05245837116319,3.7210144072058955
,51.05611707041848,3.730081199613961
Karel Van Hulthemstraat,51.04409207880014,3.723023465596049
Koophandelsplein,51.05033557289257,3.7209520088577275
Koningin Fabiolalaan,51.037783568189454,3.7064005826230524
Hundelgemsesteenweg,51.03372279998333,3.7407427111089255
Krijgslaan,51.02692346134552,3.7123315342011973
Nadine Crappéstraat,51.054352863438,3.69023892062937
Karel Van Hulthemstraat,51.044115364765034,3.7229962535698724
Land van Rodelaan,51.035584655212574,3.757668068494507
Karel Van Hulthemstraat,51.044106796608304,3.723032273809853
Opgeeistenlaan,51.064936452918104,3.7175322051019175
Karperstraat,51.04598628980532,3.742857122314843
Land van Rodelaan,51.03558644775082,3.757739298737707
Ter Linden,51.00327909794473,3.7109086627440004
Koophandelsplein,51.05036508794555,3.7208902715951413
Leebeekstraat,51.01979507717001,3.704608881518754
Braemkasteelstraat,51.03742492021306,3.76233899727591
Braemkasteelstraat,51.03743652541821,3.7623869069673512
Leebeekstraat,51.01975484377283,3.7045212342431006
Kleinkouterken,51.026980615353196,3.6712352738462632
Opgeëistenlaan,51.06497898691409,3.7169893322756247
Opgeeistenlaan,51.06492497753508,3.717554414283359
Land van Rodelaan,51.03485825999949,3.7555484664368968
Blandijnberg,51.04401470304334,3.7257004518661025
Opgeëistenlaan,51.06470401031159,3.717463062137814
Kleinkouterken,51.02700662679877,3.6712148019214994
Koningsdonkstraat,51.033572294330156,3.7820076740365143
Filips van Cleeflaan to,51.06272006066212,3.7141166681926223
Koningin Maria Hendrikaplein,51.03723591899436,3.7106053479509433
Opgeëistenlaan,51.06476656649384,3.7173407519675106
Krijgslaan,51.02694832937122,3.712184474995229
Opgeëistenlaan,51.06470966846764,3.7174519525286223
Braemkasteelstraat,51.03743942679821,3.762398884189133
Opgeëistenlaan,51.06473833924742,3.717395881746795
Volmolenstraat,51.055450555343356,3.7329318302611103
Braemkasteelstraat,51.037410410354184,3.762279110921909
Ter Linden,51.00328063835496,3.7110403036623683
Koningsdonkstraat,51.03357088782015,3.78195515669233
Braemkasteelstraat,51.03743362405293,3.762374929721708
Botestraat,51.08802434137986,3.7033790311025774
Krijgslaan,51.026919732062794,3.7123025455669945
Karel Van Hulthemstraat,51.044200682107835,3.7230679803330395
Hoogpoort,51.05442047663483,3.7262730589451345
Karel Van Hulthemstraat,51.0441544634959,3.7230104563836814
Koningin Fabiolalaan,51.03774943005773,3.70655162325318
Koningin Maria Hendrikaplein,51.03714791991087,3.7102928722747897
Antwerpenplein,51.057723073671355,3.741033670584623
Sint-Pietersnieuwstraat,51.04468625304735,3.726469608524753
Leebeekstraat,51.0198130975335,3.704652234587727
Krijgslaan,51.02692870323869,3.712375966082217
Leebeekstraat,51.019773718340375,3.704499657052156
Koophandelsplein,51.05034952237731,3.720923868429542
Opgeeistenlaan,51.06493071525026,3.71754330962563
